,model,phase_strategy,bias,threshold,lr,avg_error,trained_weights,initial_weights,neuron_outputs,matrix,report
84,phase-encoding,angleradius,False,0.5,0.1,0.5625,"[-42.595920842902885, -50.610134803037234, -86.87710934985681, -100.28853050018523, -43.00882529454114, -17.565106519400395, -29.957967342978517, -55.69192991396084, -151.6978961959879, -33.76989557335949]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
85,phase-encoding,angleradius,True,0.5,0.1,0.5625,"[-44.21443440412186, -52.74374450160507, -90.2913229122299, -104.53117118730472, -103.7410901613226, -104.62136434894526, -103.97924258608873, -104.58046392835367, -44.7229886323048, -17.77364303116218, -30.41592653589808, -57.119464091410336, -57.119464091410336, -57.119464091410336, -57.119464091410336, -57.119464091410336, -262.105281113042, -20.127386513085934]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
86,phase-encoding,angleradius,False,0.7,0.02,0.5625,"[-8.823764459910509, -10.331472724113256, -17.836488916290204, -20.809728294815326, -8.233884272172713, -3.7242893395668064, -5.6106242776574495, -11.55255313102517, -30.78566034476575, -6.258025208234853]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
87,phase-encoding,angleradius,True,0.7,0.02,0.5625,"[-8.823764459910509, -10.331472724113256, -17.836488916290204, -20.809728294815326, -20.019647268833268, -20.899921456455857, -20.257799693599384, -20.859021035864274, -8.14459772646095, -2.7547286062324265, -5.283185307179564, -10.62389281828233, -10.62389281828233, -10.62389281828233, -10.62389281828233, -10.62389281828233, -51.62105622260869, -3.225477302617185]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
88,phase-encoding,angleradius,False,0.7,0.1,0.5625,"[-44.152521333503614, -52.74374450160507, -90.14990155599259, -104.3897498310674, -44.71204800011017, -18.743203764496553, -30.664825690036224, -57.96958458781335, -157.71893785800285, -35.24032969215512]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
89,phase-encoding,angleradius,True,0.7,0.1,0.5625,"[-44.21443440412186, -52.74374450160507, -90.2913229122299, -104.53117118730472, -103.7410901613226, -104.62136434894526, -103.97924258608873, -104.58046392835367, -44.7229886323048, -17.77364303116218, -30.41592653589808, -57.119464091410336, -57.119464091410336, -57.119464091410336, -57.119464091410336, -57.119464091410336, -262.105281113042, -20.127386513085934]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
90,phase-encoding,angleradius,False,0.9,0.02,0.5625,"[-8.823764459910509, -10.331472724113256, -17.836488916290204, -20.809728294815326, -8.233884272172713, -3.7242893395668064, -5.6106242776574495, -11.55255313102517, -30.78566034476575, -6.258025208234853]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
91,phase-encoding,angleradius,True,0.9,0.02,0.5625,"[-8.823764459910509, -10.331472724113256, -17.836488916290204, -20.809728294815326, -20.019647268833268, -20.899921456455857, -20.257799693599384, -20.859021035864274, -8.14459772646095, -2.7547286062324265, -5.283185307179564, -10.62389281828233, -10.62389281828233, -10.62389281828233, -10.62389281828233, -10.62389281828233, -51.62105622260869, -3.225477302617185]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
92,phase-encoding,angleradius,False,0.9,0.1,0.5625,"[-44.21443440412186, -52.74374450160507, -90.2913229122299, -104.53117118730472, -44.81227517801656, -18.743203764496553, -30.74336550637597, -58.04812440415309, -157.9283017238283, -35.290126041174325]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
93,phase-encoding,angleradius,True,0.9,0.1,0.5625,"[-44.21443440412186, -52.74374450160507, -90.2913229122299, -104.53117118730472, -103.7410901613226, -104.62136434894526, -103.97924258608873, -104.58046392835367, -44.7229886323048, -17.77364303116218, -30.41592653589808, -57.119464091410336, -57.119464091410336, -57.119464091410336, -57.119464091410336, -57.119464091410336, -262.105281113042, -20.127386513085934]","[0.023903026142330863, 0.27159522025956384, 0.27721958269429525, 0.12063242830615817, 0.9107134542882382, 0.030439266665623133, 0.6725610295221127, 0.0713396872572073]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7 0]
 [9 0]]","              precision    recall  f1-score   support

         0.0       0.44      1.00      0.61         7
         1.0       0.00      0.00      0.00         9

    accuracy                           0.44        16
   macro avg       0.22      0.50      0.30        16
weighted avg       0.19      0.44      0.27        16
"
